iso_o,iso_d,year,FLOW_T,FLOW_TU,FLOW_TP,fx_GBR,fx_EDEU
EDEU,BRA,1966,98900000,24725000,8830360,.35714298,4
EDEU,BRA,1967,190800000,47700000,17272330,.36210334,4
EDEU,BRA,1968,186900000,46725000,19468764,.41666698,4
EDEU,BRA,1969,218500000,55409972,23087506,.41666698,3.9433334
EDEU,BRA,1970,242500000,66256828,27607032,.41666698,3.6600001
EDEU,BRA,1971,170200000,48526064,19940342,.41092023,3.5073936
EDEU,BRA,1972,198000000,62095408,24862410,.40039048,3.1886415
EDEU,BRA,1973,196700000,73598744,30040868,.40817094,2.6726
EDEU,BRA,1974,213400000,82465464,35275132,.42775643,2.58775
EDEU,BRA,1975,263500000,107101128,48414120,.45204118,2.4602916
EDEU,BRA,1976,498700000,198054016,110219008,.55650985,2.5179999
EDEU,BRA,1977,462900000,199338256,114275040,.57327199,2.3221834
EDEU,BRA,1978,507400000,252610608,131737592,.52150458,2.008625
EDEU,BRA,1979,470900000,256917600,121311656,.47218117,1.8328834
EDEU,BRA,1980,599000000,329543360,141800864,.43029499,1.8176666
EDEU,BRA,1981,661300000,292610624,145615136,.49764132,2.26
EDEU,BRA,1982,842700000,347277216,198797744,.57244682,2.4265916
EDEU,BRA,1983,840500000,329187200,217172896,.65972459,2.5532584
EDEU,BRA,1984,926900000,325691840,244857296,.75180668,2.8459418
EDEU,BRA,1985,793100000,269398432,209927648,.77924597,2.9439666
EDEU,BRA,1986,1294300000,596044224,406619776,.68219733,2.1714833
EDEU,BRA,1987,949400000,528209856,323225600,.6119265,1.7973917
EDEU,BRA,1988,829400000,472262944,265492128,.56217015,1.756225
EDEU,CAN,1955,3381313.500000001,805074.69,287526.78,.35714298,4.1999998
EDEU,CAN,1956,6243556.5,1486561.1,530914.88,.35714298,4.1999998
EDEU,CAN,1957,16631271,3959826.5,1414224.3,.35714298,4.1999998
EDEU,CAN,1958,18600610,4428717,1581685.3,.35714298,4.1999998
EDEU,CAN,1959,21734180,5174805,1848145.3,.35714298,4.1999998
EDEU,CAN,1960,12300000,2928571.5,1045918.8,.35714298,4.1999998
EDEU,CAN,1961,11200000,2776859.5,991735.88,.35714298,4.0333333
EDEU,CAN,1962,10500000,2625000,937500.31,.35714298,4
EDEU,CAN,1963,13400000,3350000,1196429,.35714298,4
EDEU,CAN,1964,68600000,17150000,6125002,.35714298,4
EDEU,CAN,1965,80900000,20225000,7223217,.35714298,4
EDEU,CAN,1966,65599999.99999999,16400000,5857145,.35714298,4
EDEU,CAN,1967,51500000,12875000,4662080.5,.36210334,4
EDEU,CAN,1968,29400000,7350000,3062502.3,.41666698,4
EDEU,CAN,1969,37100000,9408284,3920121.3,.41666698,3.9433334
EDEU,CAN,1970,35900000,9808743,4086979.3,.41666698,3.6600001
EDEU,CAN,1971,36900000,10520633,4323141,.41092023,3.5073936
EDEU,CAN,1972,31300000,9816092,3930269.8,.40039048,3.1886415
EDEU,CAN,1973,34700000,12983611,5299532.5,.40817094,2.6726
EDEU,CAN,1974,74500000,28789490,12314889,.42775643,2.58775
EDEU,CAN,1975,49100000,19956984,9021379,.45204118,2.4602916
EDEU,CAN,1976,294200000,116838768,65021924,.55650985,2.5179999
EDEU,CAN,1977,170700000,73508408,42140312,.57327199,2.3221834
EDEU,CAN,1978,76000000,37836828,19732080,.52150458,2.008625
EDEU,CAN,1979,77600000,42337664,19991048,.47218117,1.8328834
EDEU,CAN,1980,48100000,26462498,11386680,.43029499,1.8176666
EDEU,CAN,1981,64599999.99999999,28584070,14224614,.49764132,2.26
EDEU,CAN,1982,89700000,36965428,21160742,.57244682,2.4265916
EDEU,CAN,1983,497300000,194770720,128495032,.65972459,2.5532584
EDEU,CAN,1984,705100000,247756304,186264848,.75180668,2.8459418
EDEU,CAN,1985,541500000,183935504,143331008,.77924597,2.9439666
EDEU,CAN,1986,408000000,187890000,128178056,.68219733,2.1714833
EDEU,CAN,1987,217800000,121175592,74150552,.6119265,1.7973917
EDEU,CAN,1988,184100000,104827112,58930672,.56217015,1.756225
EDEU,CHE,1960,115600000,27523810,9829936,.35714298,4.1999998
EDEU,CHE,1961,131900000,32702480,11679461,.35714298,4.0333333
EDEU,CHE,1962,117600000,29400000,10500004,.35714298,4
EDEU,CHE,1963,118700000,29675000,10598218,.35714298,4
EDEU,CHE,1964,172800000,43200000,15428577,.35714298,4
EDEU,CHE,1965,128100000,32025000,11437504,.35714298,4
EDEU,CHE,1966,154900000,38725000,13830362,.35714298,4
EDEU,CHE,1967,170200000,42550000,15407497,.36210334,4
EDEU,CHE,1968,303200000,75800000,31583358,.41666698,4
EDEU,CHE,1969,360600000,91445480,38102312,.41666698,3.9433334
EDEU,CHE,1970,581100000,158770496,66154424,.41666698,3.6600001
EDEU,CHE,1971,481800000,137366960,56446864,.41092023,3.5073936
EDEU,CHE,1972,621400000,194879232,78027792,.40039048,3.1886415
EDEU,CHE,1973,1002400000,375065472,153090832,.40817094,2.6726
EDEU,CHE,1974,1459300000,563926208,241223056,.42775643,2.58775
EDEU,CHE,1975,1100400000,447264064,202181776,.45204118,2.4602916
EDEU,CHE,1976,1402000000,556791104,309859744,.55650985,2.5179999
EDEU,CHE,1977,1815700000,781893440,448237600,.57327199,2.3221834
EDEU,CHE,1978,1406200000,700080896,365095392,.52150458,2.008625
EDEU,CHE,1979,1802500000,983423168,464353888,.47218117,1.8328834
EDEU,CHE,1980,2543500000,1399321472,602121024,.43029499,1.8176666
EDEU,CHE,1981,2518700000,1114468992,554605824,.49764132,2.26
EDEU,CHE,1982,2500100000,1030292864,589787904,.57244682,2.4265916
EDEU,CHE,1983,2607300000,1021165760,673688192,.65972459,2.5532584
EDEU,CHE,1984,4239800000,1489770496,1120019456,.75180668,2.8459418
EDEU,CHE,1985,3173700000,1078035328,840054656,.77924597,2.9439666
EDEU,CHE,1986,3014700000,1388313728,947103936,.68219733,2.1714833
EDEU,CHE,1987,3088200000,1718156416,1051385408,.6119265,1.7973917
EDEU,CHE,1988,3990400000,2272146176,1277332736,.56217015,1.756225
EDEU,CHL,1955,1605546,382272.88,136526.08,.35714298,4.1999998
EDEU,CHL,1956,2466110.250000001,587169.13,209703.33,.35714298,4.1999998
EDEU,CHL,1957,2855938.500000001,679985.38,242852,.35714298,4.1999998
EDEU,CHL,1958,1970740,469223.84,167580,.35714298,4.1999998
EDEU,CHL,1959,957350,227940.48,81407.344,.35714298,4.1999998
EDEU,CHL,1960,1000000,238095.25,85034.047,.35714298,4.1999998
EDEU,CHL,1961,1800000,446281,159386.13,.35714298,4.0333333
EDEU,CHL,1962,900000,225000,80357.172,.35714298,4
EDEU,CHL,1963,800000,200000,71428.594,.35714298,4
EDEU,CHL,1964,500000,125000,44642.875,.35714298,4
EDEU,CHL,1965,2800000,700000,250000.09,.35714298,4
EDEU,CHL,1966,3900000,975000,348214.41,.35714298,4
EDEU,CHL,1967,4800000,1200000,434524,.36210334,4
EDEU,CHL,1968,2500000,625000,260416.86,.41666698,4
EDEU,CHL,1969,3500000,887573.94,369822.75,.41666698,3.9433334
EDEU,CHN,1953,476584474.5000001,113472496,40525904,.35714298,4.1999998
EDEU,CHN,1954,694002512.2500001,165238704,59013844,.35714298,4.1999998
EDEU,CHN,1955,773562150,184181472,65779120,.35714298,4.1999998
EDEU,CHN,1956,760019033.2500001,180956928,64627496,.35714298,4.1999998
EDEU,CHN,1957,816620834.2500001,194433536,69440576,.35714298,4.1999998
EDEU,CHN,1958,1011475300,240827456,86009840,.35714298,4.1999998
EDEU,CHN,1959,930903790.0000001,221643776,79158520,.35714298,4.1999998
EDEU,CHN,1960,828700000,197309536,70467720,.35714298,4.1999998
EDEU,CHN,1961,399900000,99148760,35410284,.35714298,4.0333333
EDEU,CHN,1962,226100000,56525000,20187508,.35714298,4
EDEU,CHN,1963,147600000,36900000,13178576,.35714298,4
EDEU,CHN,1964,147600000,36900000,13178576,.35714298,4
EDEU,CHN,1965,216400000,54100000,19321436,.35714298,4
EDEU,CHN,1966,285300000,71325000,25473224,.35714298,4
EDEU,CHN,1967,288400000,72100000,26107652,.36210334,4
EDEU,CHN,1968,273100000,68275000,28447938,.41666698,4
EDEU,CHN,1969,268700000,68140320,28391822,.41666698,3.9433334
EDEU,CHN,1970,327700000,89535520,37306496,.41666698,3.6600001
EDEU,CHN,1971,348600000,99390040,40841380,.41092023,3.5073936
EDEU,CHN,1972,371400000,116475936,46635856,.40039048,3.1886415
EDEU,CHN,1973,377400000,141210800,57638144,.40817094,2.6726
EDEU,CHN,1974,515200000.0000001,199091872,85162832,.42775643,2.58775
EDEU,CHN,1975,638400000,259481440,117296296,.45204118,2.4602916
EDEU,CHN,1976,634000000,251787136,140122016,.55650985,2.5179999
EDEU,CHN,1977,783500000,337397984,193420816,.57327199,2.3221834
EDEU,CHN,1978,943500000,469724320,244963392,.52150458,2.008625
EDEU,CHN,1979,842200000,459494592,216964688,.47218117,1.8328834
EDEU,CHN,1980,869900000,478580608,205930832,.43029499,1.8176666
EDEU,CHN,1981,548000000,242477872,120667008,.49764132,2.26
EDEU,CHN,1982,386600000,159318112,91201144,.57244682,2.4265916
EDEU,CHN,1983,378200000,148124448,97721344,.65972459,2.5532584
EDEU,CHN,1984,537800000,188970832,142069536,.75180668,2.8459418
EDEU,CHN,1985,769700000,261449968,203733840,.77924597,2.9439666
EDEU,CHN,1986,1109100000,510756864,348436960,.68219733,2.1714833
EDEU,CHN,1987,1077800000,599646720,366939712,.6119265,1.7973917
EDEU,CHN,1988,1336600000,761064192,427847584,.56217015,1.756225
EDEU,COG,1955,128191.5,30521.787,10900.643,.35714298,4.1999998
EDEU,COG,1958,1695210,403621.44,144150.56,.35714298,4.1999998
EDEU,COG,1959,1727900,411404.78,146930.33,.35714298,4.1999998
EDEU,COG,1960,2800000,666666.69,238095.33,.35714298,4.1999998
EDEU,COG,1961,2853370,707447.13,252659.78,.35714298,4.0333333
EDEU,COG,1962,500000,125000,44642.875,.35714298,4
EDEU,COG,1963,500000,125000,44642.875,.35714298,4
EDEU,COG,1964,300000,75000,26785.725,.35714298,4
EDEU,COG,1965,200000,50000,17857.148,.35714298,4
EDEU,COG,1966,1000000,250000,89285.75,.35714298,4
EDEU,COG,1967,3000000,750000,271577.5,.36210334,4
EDEU,COG,1968,0,0,0,.41666698,4
EDEU,COG,1969,100000,25359.256,10566.364,.41666698,3.9433334
EDEU,COG,1970,300000,81967.211,34153.031,.41666698,3.6600001
EDEU,COG,1971,1200000,342134.41,140589.95,.41092023,3.5073936
EDEU,COG,1972,800000,250890.55,100454.19,.40039048,3.1886415
EDEU,COG,1973,1800000,673501.44,274903.72,.40817094,2.6726
EDEU,COG,1974,800000,309148.88,132240.42,.42775643,2.58775
EDEU,COG,1975,100000,40645.59,18373.48,.45204118,2.4602916
EDEU,COG,1976,8000000,3177124.8,1768101.3,.55650985,2.5179999
EDEU,COG,1977,3800000,1636391,938097.13,.57327199,2.3221834
EDEU,COG,1978,1000000,497853,259632.63,.52150458,2.008625
EDEU,COG,1979,400000,218235.38,103046.63,.47218117,1.8328834
EDEU,COG,1980,3600000,1980561.1,852225.5,.43029499,1.8176666
EDEU,COG,1981,14200000,6283186,3126773,.49764132,2.26
EDEU,COG,1982,28600000,11786079,6746903.5,.57244682,2.4265916
EDEU,COG,1983,11900000,4660711,3074785.8,.65972459,2.5532584
EDEU,COG,1984,6800000,2389367.3,1796342.3,.75180668,2.8459418
EDEU,COG,1985,5000000,1698388.9,1323462.8,.77924597,2.9439666
EDEU,COG,1986,5200000,2394676.5,1633641.9,.68219733,2.1714833
EDEU,COG,1987,3700000,2058538.5,1259674.3,.6119265,1.7973917
EDEU,COG,1988,5800000,3302538.3,1856588.4,.56217015,1.756225
EDEU,COL,1953,1408005,335239.31,119728.37,.35714298,4.1999998
EDEU,COL,1954,1317640.5,313723.94,112044.3,.35714298,4.1999998
EDEU,COL,1955,9201417.750000002,2190813.8,782433.75,.35714298,4.1999998
EDEU,COL,1956,5353571.250000001,1274659.9,455235.84,.35714298,4.1999998
EDEU,COL,1957,11237771.25,2675660,955593.19,.35714298,4.1999998
EDEU,COL,1958,10563540,2515128.8,898260.56,.35714298,4.1999998
EDEU,COL,1959,11105260,2644109.8,944325.25,.35714298,4.1999998
EDEU,COL,1960,13300000,3166666.8,1130952.9,.35714298,4.1999998
EDEU,COL,1961,23000000,5702479.5,2036600.5,.35714298,4.0333333
EDEU,COL,1962,26900000,6725000,2401786.5,.35714298,4
EDEU,COL,1963,27100000,6775000,2419643.8,.35714298,4
EDEU,COL,1964,45700000,11425000,4080358.5,.35714298,4
EDEU,COL,1965,45400000.00000001,11350000,4053573,.35714298,4
EDEU,COL,1966,73500000,18375000,6562502.5,.35714298,4
EDEU,COL,1967,60300000,15075000,5458708,.36210334,4
EDEU,COL,1968,67800000,16950000,7062505.5,.41666698,4
EDEU,COL,1969,69900000,17726120,7385889,.41666698,3.9433334
EDEU,COL,1970,57600000,15737705,6557382,.41666698,3.6600001
EDEU,COL,1971,59599999.99999999,16992676,6982634.5,.41092023,3.5073936
EDEU,COL,1972,45100000,14143954,5663104.5,.40039048,3.1886415
EDEU,COL,1973,32400000.00000001,12123026,4948267,.40817094,2.6726
EDEU,COL,1974,51900000,20056034,8579097,.42775643,2.58775
EDEU,COL,1975,40000000,16258235,7349391.5,.45204118,2.4602916
EDEU,COL,1976,120000000,47656872,26521518,.55650985,2.5179999
EDEU,COL,1977,153100000,65929332,37795440,.57327199,2.3221834
EDEU,COL,1978,102200000,50880576,26534454,.52150458,2.008625
EDEU,COL,1979,167600000,91440624,43176540,.47218117,1.8328834
EDEU,COL,1980,220800000,121474416,52269832,.43029499,1.8176666
EDEU,COL,1981,143100000,63318584,31509944,.49764132,2.26
EDEU,COL,1982,148300000,61114528,34984816,.57244682,2.4265916
EDEU,COL,1983,87100000,34113272,22505364,.65972459,2.5532584
EDEU,COL,1984,90300000,31729392,23854368,.75180668,2.8459418
EDEU,COL,1985,95400000,32405258,25251666,.77924597,2.9439666
EDEU,COL,1986,411200000,189363648,129183376,.68219733,2.1714833
EDEU,COL,1987,95600000,53188184,32547260,.6119265,1.7973917
EDEU,COL,1988,137000000,78008232,43853900,.56217015,1.756225
EDEU,CUB,1955,77755.50000000002,18513.215,6611.8647,.35714298,4.1999998
EDEU,CUB,1956,686139.7500000001,163366.61,58345.238,.35714298,4.1999998
EDEU,CUB,1957,1800985.500000001,428806.09,153145.09,.35714298,4.1999998
EDEU,CUB,1958,2535810,603764.31,215630.19,.35714298,4.1999998
EDEU,CUB,1959,2040790,485902.41,173536.64,.35714298,4.1999998
EDEU,CUB,1960,29700000,7071429,2525511.3,.35714298,4.1999998
EDEU,CUB,1961,165000000,40909092,14610395,.35714298,4.0333333
EDEU,CUB,1962,212000000,53000000,18928578,.35714298,4
EDEU,CUB,1963,297700000.0000001,74425000,26580366,.35714298,4
EDEU,CUB,1964,210300000,52575000,18776792,.35714298,4
EDEU,CUB,1965,212000000,53000000,18928578,.35714298,4
EDEU,CUB,1966,286400000,71600000,25571438,.35714298,4
EDEU,CUB,1967,336100000,84025000,30425734,.36210334,4
EDEU,CUB,1968,298799999.9999999,74700000,31125024,.41666698,4
EDEU,CUB,1969,317100000,80414200,33505942,.41666698,3.9433334
EDEU,CUB,1970,480300000,131229504,54679000,.41666698,3.6600001
EDEU,CUB,1971,410000000,116895920,48034900,.41092023,3.5073936
EDEU,CUB,1972,289600000,90822376,36364416,.40039048,3.1886415
EDEU,CUB,1973,338799999.9999999,126767936,51742988,.40817094,2.6726
EDEU,CUB,1974,657500000,254081728,108685096,.42775643,2.58775
EDEU,CUB,1975,609100000,247572272,111912864,.45204118,2.4602916
EDEU,CUB,1976,805000000,319698176,177915184,.55650985,2.5179999
EDEU,CUB,1977,958000000,412542784,236499216,.57327199,2.3221834
EDEU,CUB,1978,967500000,481672768,251194560,.52150458,2.008625
EDEU,CUB,1979,1027300000,560483008,264649520,.47218117,1.8328834
EDEU,CUB,1980,1096800000,603410944,259644704,.43029499,1.8176666
EDEU,CUB,1981,1550000000,685840704,341302688,.49764132,2.26
EDEU,CUB,1982,1430800000,589633600,337533888,.57244682,2.4265916
EDEU,CUB,1983,1814400000,710621376,468814400,.65972459,2.5532584
EDEU,CUB,1984,2027500000,712417920,535600544,.75180668,2.8459418
EDEU,CUB,1985,2098500000,712813760,555457280,.77924597,2.9439666
EDEU,CUB,1986,2340000000,1077604480,735138880,.68219733,2.1714833
EDEU,CUB,1987,2550800000,1419167616,868426240,.6119265,1.7973917
EDEU,CUB,1988,2546900000,1450212864,815266368,.56217015,1.756225
EDEU,CYP,1961,899999.9999999999,223140.5,79693.063,.35714298,4.0333333
EDEU,CYP,1962,1300000,325000,116071.47,.35714298,4
EDEU,CYP,1963,2600000,650000,232142.94,.35714298,4
EDEU,CYP,1964,1400000,350000,125000.05,.35714298,4
EDEU,CYP,1965,8199999.999999999,2050000,732143.13,.35714298,4
EDEU,CYP,1966,13400000,3350000,1196429,.35714298,4
EDEU,CYP,1967,14100000,3525000,1276414.3,.36210334,4
EDEU,CYP,1968,8000000,2000000,833334,.41666698,4
EDEU,CYP,1969,13100000,3322062.5,1384193.8,.41666698,3.9433334
EDEU,CYP,1970,16700000,4562841.5,1901185.4,.41666698,3.6600001
EDEU,CYP,1971,13600000,3877523.3,1593352.8,.41092023,3.5073936
EDEU,CYP,1972,14700000,4610113.5,1845845.5,.40039048,3.1886415
EDEU,CYP,1973,12900000,4826760.5,1970143.4,.40817094,2.6726
EDEU,CYP,1974,10300000,3980291.8,1702595.4,.42775643,2.58775
EDEU,CYP,1975,5700000,2316798.5,1047288.3,.45204118,2.4602916
EDEU,CYP,1976,13900000,5520254.5,3072076,.55650985,2.5179999
EDEU,CYP,1977,13400000,5770431.5,3308026.8,.57327199,2.3221834
EDEU,CYP,1978,10100000,5028315.5,2622289.5,.52150458,2.008625
EDEU,CYP,1979,14600000,7965591.5,3761202.3,.47218117,1.8328834
EDEU,CYP,1980,34900000,19200440,8261853,.43029499,1.8176666
EDEU,CYP,1981,30800000,13628319,6782014.5,.49764132,2.26
EDEU,CYP,1982,10200000,4203426.5,2406238.3,.57244682,2.4265916
EDEU,CYP,1983,17100000,6697324.5,4418389.5,.65972459,2.5532584
EDEU,CYP,1984,31000000,10892703,8189207,.75180668,2.8459418
EDEU,CYP,1985,27000000,9171300,7146698.5,.77924597,2.9439666
EDEU,CYP,1986,17600000,8105059,5529249.5,.68219733,2.1714833
EDEU,CYP,1987,22000000,12239959,7489955,.6119265,1.7973917
EDEU,CYP,1988,32200000,18334780,10307266,.56217015,1.756225
EDEU,CZSK,1953,483214707.0000001,115051128,41089704,.35714298,4.1999998
EDEU,CZSK,1954,629758606.5,149942528,53550924,.35714298,4.1999998
EDEU,CZSK,1955,691679304,164685552,58816288,.35714298,4.1999998
EDEU,CZSK,1956,904098924.0000001,215261664,76879192,.35714298,4.1999998
EDEU,CZSK,1957,1090491466.5,259640832,92728904,.35714298,4.1999998
EDEU,CZSK,1958,1272112670,302883968,108172888,.35714298,4.1999998
EDEU,CZSK,1959,1399776460,333280128,119028656,.35714298,4.1999998
EDEU,CZSK,1960,1592000000,379047648,135374208,.35714298,4.1999998
EDEU,CZSK,1961,1878100000,465644640,166301712,.35714298,4.0333333
EDEU,CZSK,1962,1855900000,463975008,165705424,.35714298,4
EDEU,CZSK,1963,1871400000,467849984,167089344,.35714298,4
EDEU,CZSK,1964,2105200000,526300000,187964352,.35714298,4
EDEU,CZSK,1965,2329200000,582300032,207964368,.35714298,4
EDEU,CZSK,1966,2534800000,633699968,226321504,.35714298,4
EDEU,CZSK,1967,2663900000,665974976,241151760,.36210334,4
EDEU,CZSK,1968,3070300000,767574976,319823136,.41666698,4
EDEU,CZSK,1969,3285700000,833229056,347179040,.41666698,3.9433334
EDEU,CZSK,1970,3769500000,1029918016,429132832,.41666698,3.6600001
EDEU,CZSK,1971,3960300000,1129129088,463981984,.41092023,3.5073936
EDEU,CZSK,1972,4362000000,1367980672,547726464,.40039048,3.1886415
EDEU,CZSK,1973,4996700000,1869602560,763117440,.40817094,2.6726
EDEU,CZSK,1974,5552800000,2145802368,917880768,.42775643,2.58775
EDEU,CZSK,1975,6913200000,2809910784,1270195328,.45204118,2.4602916
EDEU,CZSK,1976,7519700000,2986378240,1661948928,.55650985,2.5179999
EDEU,CZSK,1977,8403500000,3618792704,2074552448,.57327199,2.3221834
EDEU,CZSK,1978,8941800000,4451701760,2321582848,.52150458,2.008625
EDEU,CZSK,1979,9134200000,4983514112,2353121536,.47218117,1.8328834
EDEU,CZSK,1980,9306000000,5119750656,2203003136,.43029499,1.8176666
EDEU,CZSK,1981,10097900000,4468097536,2223510016,.49764132,2.26
EDEU,CZSK,1982,10499400000,4326809600,2476868352,.57244682,2.4265916
EDEU,CZSK,1983,11854900000,4643047424,3063132672,.65972459,2.5532584
EDEU,CZSK,1984,12834600000,4509790208,3390490368,.75180668,2.8459418
EDEU,CZSK,1985,12999000000,4415471104,3440738048,.77924597,2.9439666
EDEU,CZSK,1986,13316300000,6132352000,4183474176,.68219733,2.1714833
EDEU,CZSK,1987,14250300000,7928322048,4851550208,.6119265,1.7973917
EDEU,CZSK,1988,14640300000,8336232448,4686381056,.56217015,1.756225
EDEU,DNK,1953,108881867.25,25924256,9258666,.35714298,4.1999998
EDEU,DNK,1954,121662139.5,28967178,10345424,.35714298,4.1999998
EDEU,DNK,1955,122149687.5,29083260,10386882,.35714298,4.1999998
EDEU,DNK,1956,117056702.25,27870644,9953805,.35714298,4.1999998
EDEU,DNK,1957,95017221,22623148,8079698.5,.35714298,4.1999998
EDEU,DNK,1958,116058840,27633058,9868953,.35714298,4.1999998
EDEU,DNK,1959,129639200,30866478,11023746,.35714298,4.1999998
EDEU,DNK,1960,139800000,33285716,11887760,.35714298,4.1999998
EDEU,DNK,1961,114100000,28289256,10103309,.35714298,4.0333333
EDEU,DNK,1962,156000000,39000000,13928576,.35714298,4
EDEU,DNK,1963,141300000,35325000,12616076,.35714298,4
EDEU,DNK,1964,156700000,39175000,13991076,.35714298,4
EDEU,DNK,1965,181600000,45400000,16214292,.35714298,4
EDEU,DNK,1966,148100000,37025000,13223219,.35714298,4
EDEU,DNK,1967,141000000,35250000,12764143,.36210334,4
EDEU,DNK,1968,147800000,36950000,15395845,.41666698,4
EDEU,DNK,1969,150900000,38267116,15944644,.41666698,3.9433334
EDEU,DNK,1970,169300000,46256828,19273694,.41666698,3.6600001
EDEU,DNK,1971,181800000,51833360,21299376,.41092023,3.5073936
EDEU,DNK,1972,226000000,70876576,28378306,.40039048,3.1886415
EDEU,DNK,1973,276000000,103270224,42151904,.40817094,2.6726
EDEU,DNK,1974,312900000,120915856,51722536,.42775643,2.58775
EDEU,DNK,1975,309600000,125838744,56884296,.45204118,2.4602916
EDEU,DNK,1976,340000000,135027808,75144304,.55650985,2.5179999
EDEU,DNK,1977,401600000,172940688,99142056,.57327199,2.3221834
EDEU,DNK,1978,468800000,233393488,121715776,.52150458,2.008625
EDEU,DNK,1979,478600000,261118640,123295304,.47218117,1.8328834
EDEU,DNK,1980,450000000,247570144,106528192,.43029499,1.8176666
EDEU,DNK,1981,462500000,204646016,101840312,.49764132,2.26
EDEU,DNK,1982,416600000,171681136,98278320,.57244682,2.4265916
EDEU,DNK,1983,365700000,143228752,94491528,.65972459,2.5532584
EDEU,DNK,1984,349800000,122911864,92405960,.75180668,2.8459418
EDEU,DNK,1985,505500000,171707104,133802072,.77924597,2.9439666
EDEU,DNK,1986,567300000,261250000,178224048,.68219733,2.1714833
EDEU,DNK,1987,572000000,318238944,194738848,.6119265,1.7973917
EDEU,DNK,1988,920700000,524249472,294717408,.56217015,1.756225
EDEU,DZA,1960,400000,95238.102,34013.621,.35714298,4.1999998
EDEU,DZA,1961,100000,24793.389,8854.7852,.35714298,4.0333333
EDEU,DZA,1962,0,0,0,.35714298,4
EDEU,DZA,1963,400000,100000,35714.297,.35714298,4
EDEU,DZA,1964,4900000,1225000,437500.16,.35714298,4
EDEU,DZA,1965,1700000,425000,151785.77,.35714298,4
EDEU,DZA,1966,2900000,725000,258928.66,.35714298,4
EDEU,DZA,1967,7100000.000000001,1775000,642733.44,.36210334,4
EDEU,DZA,1968,8300000.000000001,2075000,864584,.41666698,4
EDEU,DZA,1969,22700000,5756551,2398564.8,.41666698,3.9433334
EDEU,DZA,1970,23100000,6311475.5,2629783.5,.41666698,3.6600001
EDEU,DZA,1971,27200000,7755046.5,3186705.5,.41092023,3.5073936
EDEU,DZA,1972,61300000,19224488,7697302,.40039048,3.1886415
EDEU,DZA,1973,76800000,28736062,11729225,.40817094,2.6726
EDEU,DZA,1974,81100000,31339968,13405873,.42775643,2.58775
EDEU,DZA,1975,72900000,29630634,13394267,.45204118,2.4602916
EDEU,DZA,1976,120300000,47776016,26587824,.55650985,2.5179999
EDEU,DZA,1977,101300000,43622740,25007694,.57327199,2.3221834
EDEU,DZA,1978,324000000,161304368,84120968,.52150458,2.008625
EDEU,DZA,1979,247400000,134978576,63734344,.47218117,1.8328834
EDEU,DZA,1980,538900000,296479008,127573432,.43029499,1.8176666
EDEU,DZA,1981,249700000,110486728,54982760,.49764132,2.26
EDEU,DZA,1982,463700000,191091072,109389480,.57244682,2.4265916
EDEU,DZA,1983,308900000,120982664,79815240,.65972459,2.5532584
EDEU,DZA,1984,296900000,104323992,78431472,.75180668,2.8459418
EDEU,DZA,1985,743700000,252618352,196851840,.77924597,2.9439666
EDEU,DZA,1986,355800000,163851136,111778808,.68219733,2.1714833
EDEU,DZA,1987,177000000,98476032,60260092,.6119265,1.7973917
EDEU,DZA,1988,161500000,91958608,51696384,.56217015,1.756225
EDEU,ECU,1966,2100000,525000,187500.06,.35714298,4
EDEU,ECU,1967,4899999.999999999,1225000,443576.59,.36210334,4
EDEU,EGY,1953,20799596.25,4952285,1768673.9,.35714298,4.1999998
EDEU,EGY,1954,26416905.75,6289739.5,2246336.3,.35714298,4.1999998
EDEU,EGY,1955,45817953.75,10909037,3896086,.35714298,4.1999998
EDEU,EGY,1956,73764751.5,17563036,6272515,.35714298,4.1999998
EDEU,EGY,1957,170346539.25,40558700,14485255,.35714298,4.1999998
EDEU,EGY,1958,208926460,49744396,17765862,.35714298,4.1999998
EDEU,EGY,1959,221245920,52677604,18813436,.35714298,4.1999998
EDEU,EGY,1960,261700000,62309528,22253410,.35714298,4.1999998
EDEU,EGY,1961,186500000,46239668,16514173,.35714298,4.0333333
EDEU,EGY,1962,171500000,42875000,15312505,.35714298,4
EDEU,EGY,1963,144800000,36200000,12928576,.35714298,4
EDEU,EGY,1964,144200000,36050000,12875005,.35714298,4
EDEU,EGY,1965,234900000,58725000,20973222,.35714298,4
EDEU,EGY,1966,268000000,67000000,23928580,.35714298,4
EDEU,EGY,1967,266200000.0000001,66550000,24097978,.36210334,4
EDEU,EGY,1968,269900000,67475000,28114604,.41666698,4
EDEU,EGY,1969,313299999.9999999,79450552,33104422,.41666698,3.9433334
EDEU,EGY,1970,389700000,106475408,44364788,.41666698,3.6600001
EDEU,EGY,1971,422600000,120488328,49511092,.41092023,3.5073936
EDEU,EGY,1972,395100000,123908568,49611812,.40039048,3.1886415
EDEU,EGY,1973,443300000,165868448,67702680,.40817094,2.6726
EDEU,EGY,1974,626700000,242179504,103593840,.42775643,2.58775
EDEU,EGY,1975,639600000,259969184,117516776,.45204118,2.4602916
EDEU,EGY,1976,559200000,222081024,123590280,.55650985,2.5179999
EDEU,EGY,1977,546300000,235252736,134863808,.57327199,2.3221834
EDEU,EGY,1978,442200000,220150592,114809544,.52150458,2.008625
EDEU,EGY,1979,520700000.0000001,284087904,134140960,.47218117,1.8328834
